,Brand Name,Price (AUD),Variety,Type,Region,State,Vintage,Size (mL),Alcohol Volume (%),Standard Drinks,Organic,Vegan Friendly,Wine Body,Wine Style,Closure,Langtons Classified
855,Haselgrove,22.89,Cabernet Sauvignon,White,McLaren Vale,South Australia,2014.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Cabernet Sauvignon,Screw Cap,Not specified
856,Secret Selection,48.99,Merlot,Red,,,2015.0,750.0,14.2,8.3,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
858,Hungerford Hill,28.99,Cabernet Sauvignon,,Hilltops,New South Wales,2015.0,750.0,14.8,8.8,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
859,Mitolo,74.99,Shiraz,Red,McLaren Vale,South Australia,2006.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
860,Bromley by Wolf Blass,14.88,Shiraz,Red,Adelaide Hills,South Australia,2015.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
861,Bare Bones,18.99,Cabernet Sauvignon,Red,,,2015.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
862,I Am George,14.95,Merlot,Red,,South Australia,2017.0,750.0,14.5,8.6,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
864,Paringa Estate,115.99,Pinot Noir,,Mornington Peninsula,Victoria,2014.0,750.0,13.5,8.0,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Outstanding
866,Pitchfork,14.99,Shiraz,,Margaret River,Western Australia,2016.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
867,Urban Assembly,6.0,Cabernet Sauvignon,Red,,South Australia,2017.0,750.0,13.0,7.7,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
869,Penfolds,1450.0,Shiraz,White,,South Australia,1970.0,750.0,13.0,7.7,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
870,Peter Lehmann,102.99,Shiraz,,Barossa Valley,South Australia,1992.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
871,Dalwhinnie,84.99,Shiraz,Red,Pyrenees,Victoria,2007.0,750.0,13.0,7.7,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
872,Fox Creek,84.99,Shiraz,Red,McLaren Vale,South Australia,2005.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
874,Jim Barry,299.99,Shiraz,Red,Clare Valley,South Australia,2006.0,750.0,15.0,8.9,Not specified,Not specified,Full Bodied,Dry,Cork,Exceptional
875,Penfolds,2299.0,Shiraz,Red,Barossa  Valley,South Australia,2010.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Not specified,Cork,Not specified
876,Tyrrell's,71.99,Shiraz,Red,,New South Wales,2010.0,750.0,,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
877,Katnook Estate,154.99,Cabernet Sauvignon,,Coonawarra,South Australia,1994.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
878,Torbreck,320.0,Shiraz,Red,Barossa Valley,South Australia,2003.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Exceptional
879,Majella,119.99,Shiraz,Red,Coonawarra,South Australia,2005.0,750.0,15.0,8.9,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
881,Penfolds,4200.0,Shiraz,Red,,South Australia,1967.0,750.0,12.7,7.4,Not specified,Not specified,Full Bodied,Dry,Cork,Exceptional
882,Penfolds,5000.0,Shiraz,Red,,South Australia,1968.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Exceptional
883,Penfolds,4300.0,Shiraz,Red,,South Australia,1962.0,750.0,12.2,7.3,Not specified,Not specified,Full Bodied,Dry,Cork,Exceptional
884,Penfolds,2000.0,Shiraz,,,South Australia,1991.0,1000.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Exceptional
885,Saltram,99.99,Shiraz,Red,Barossa Valley,South Australia,2002.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
886,Greenock Creek,645.0,Shiraz,,Barossa Valley,South Australia,1998.0,750.0,16.0,9.4,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
889,Clonakilla,199.99,Shiraz,Red,,New South Wales,2005.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Dry,Screw Cap,Exceptional
893,Flavabom ,25.0,Shiraz,,Riverland,South Australia,2017.0,750.0,16.0,9.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
895,Glendale,19.99,Shiraz,Red,Limestone Coast,South Australia,2016.0,750.0,14.0,8.3,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
896,The Thief?,28.0,Shiraz,,Barossa Valley,,2015.0,750.0,14.0,,Not specified,Not specified,Full Bodied,Shiraz,Screw Cap,Not specified
905,Richard Hamilton,20.0,Merlot,Red,McLaren Vale,South Australia,2016.0,750.0,12.5,7.7,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
906,Cockfighter's Ghost,40.0,Cabernet Sauvignon,Red,Coonawarra,South Australia,2015.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Cabernet Sauvignon,Screw Cap,Not specified
907,Cockfighter's Ghost,40.0,Pinot Noir,Red,Orange,,2016.0,750.0,13.5,,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
908,Cockfighter's Ghost,40.0,Cabernet Sauvignon,Red,Coonawarra,South Australia,2015.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Cabernet Sauvignon,Screw Cap,Not specified
909,Cockfighter's Ghost,40.0,Pinot Noir,Red,Orange,,2016.0,750.0,13.5,,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
914,Terindah Estate,37.0,Pinot Noir,,Bellarine Peninsula,Victoria,2016.0,750.0,13.5,,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
915,Terindah Estate,32.0,Chardonnay,,Bellarine Peninsula,Victoria,2017.0,750.0,13.0,7.7,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
916,Beelgara Black,17.99,Cabernet Sauvignon,Red,"Clare Valley, SA",,2016.0,750.0,,7.7,Not specified,Not specified,Full Bodied,Not specified,Screw Cap,Not specified
917,Beelgara Estate,9.5,Cabernet Sauvignon,,NSW,,2016.0,750.0,12.5,7.4,Not specified,Not specified,Full Bodied,Not specified,Screw Cap,Not specified
918,Six Hundred Above,26.99,Merlot,,"Orange, NSW",,2014.0,750.0,,7.7,Not specified,Not specified,Medium Bodied,Not specified,Screw Cap,Not specified
919,"JT, The Patriarch",26.99,Shiraz,,"Clare Valley, SA",,2015.0,750.0,,8.3,Not specified,Not specified,Full Bodied,Not specified,Screw Cap,Not specified
921,"JT, The Patriarch",26.99,Shiraz,Red,"Clare Valley, SA",,2015.0,750.0,,8.3,Not specified,Not specified,Full Bodied,Not specified,Screw Cap,Not specified
926,Nova Vita,25.0,Pinot Noir,Red,Adelaide Hills,South Australia,2016.0,750.0,13.0,7.7,Not specified,True,Medium Bodied,Dry,Screw Cap,Not specified
928,Nova Vita,25.0,Pinot Noir,Red,Adelaide Hills,South Australia,2016.0,750.0,13.0,7.7,Not specified,True,Medium Bodied,Dry,Screw Cap,Not specified
930,The Craft & Co,15.0,Merlot,,,,2016.0,750.0,14.5,8.6,Not specified,Not specified,Medium Bodied,Not specified,Screw Cap,Not specified
932,The Craft & Co,15.0,Merlot,Red,,,2016.0,750.0,14.5,8.6,Not specified,Not specified,Medium Bodied,Not specified,Screw Cap,Not specified
936,Riverbank Estate,18.0,Cabernet Sauvignon,Red,Swan Valley,Western Australia,2015.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
938,Riverbank Estate,18.0,Cabernet Sauvignon,Red,Swan Valley,Western Australia,2015.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
940,Curtis Cavaliere,70.0,Cabernet Sauvignon,Red,McLaren Vale,South Australia,2015.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
942,Curtis Cavaliere,70.0,Cabernet Sauvignon,Red,McLaren Vale,South Australia,2015.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
943,Cosmo Wines,30.0,Shiraz,Red,Yarra Valley,Victoria,2014.0,750.0,13.0,7.7,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
945,Cosmo Wines,30.0,Shiraz,Red,Yarra Valley,Victoria,2014.0,750.0,13.0,7.7,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
947,Freeman & Lane,16.9,Merlot,Red,Mt Lofty Ranges,South Australia,2009.0,750.0,14.48,8.3,Not specified,Not specified,Full Bodied,Dry,Not specified,Not specified
950,Shaw Family Vintners,100.0,Cabernet Sauvignon,Red,McLaren Vale,South Australia,2013.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
952,Shaw Family Vintners,100.0,Cabernet Sauvignon,Red,McLaren Vale,South Australia,2013.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
954,Grant Burge,183.99,Shiraz,,Barossa Valley,South Australia,1998.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
955,Hirsch Hill Estate,23.99,Pinot Noir,Red,Yarra Valley,Victoria,2013.0,750.0,13.8,,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
956,Balnaves,109.99,Cabernet Sauvignon,Red,Coonawarra,South Australia,2007.0,750.0,15.0,8.9,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
957,Kara Kara Estate,35.99,Shiraz,,Pyrenees,Victoria,2005.0,750.0,,8.8,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
958,Clonakilla,204.99,Shiraz,Red,Canberra District,Australian Capital Territory,2003.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Dry,Cork,Exceptional
959,Penfolds,2999.99,Shiraz,Red,Barossa Valley,South Australia,2010.0,1000.0,14.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
961,Brand's Laira,29.99,Cabernet Sauvignon,Red,Coonawarra,South Australia,2009.0,750.0,14.8,8.8,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
962,Mount Langi Ghiran,149.99,Shiraz,Red,Grampians,Victoria,1997.0,750.0,13.0,7.7,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
963,Brand's Laira,29.99,Cabernet Sauvignon,Red,Coonawarra,South Australia,2009.0,750.0,14.8,8.8,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
964,Teal Lake,13.88,Shiraz,Red,,,2017.0,750.0,13.5,8.0,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
965,Henschke,999.0,Shiraz,Red,Eden Valley,South Australia,1990.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Exceptional
966,Bird In Hand,40.0,Merlot,Red,Adelaide Hills,,2016.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
967,Jimmy Wines,16.99,Cabernet Sauvignon,Red,Grampians,Victoria,2016.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Not specified,Screw Cap,Not specified
969,Altoona Hills,13.99,Shiraz,Red,,South Australia,2014.0,750.0,,,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
970,Rose Kentish,89.99,Shiraz,Red,McLaren Vale,South Australia,2013.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Not specified,Cork,Not specified
971,Quarry Hill,39.99,Shiraz,Red,,,2014.0,750.0,13.8,8.2,Not specified,Not specified,Full Bodied,Not specified,Screw Cap,Not specified
972,Dalwhinnie,79.99,Shiraz,,Pyrenees,Victoria,2008.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
977,Torbreck,154.99,Shiraz,,Barossa Valley,South Australia,2006.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Dry,Cork,Not specified
978,Devlins Mount,8.0,Shiraz,,,,2016.0,750.0,14.0,8.4,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
979,Levantine Hill,200.0,Pinot Noir,,Yarra Valley,,2015.0,750.0,13.0,7.7,Not specified,Not specified,Light Bodied,Dry,Cork,Not specified
980,Barwite,20.0,Chardonnay,Red,"Upper Goulburn Wine Region (High Country, Victoria",,2015.0,750.0,13.2,7.8,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
981,Atticus,74.99,Shiraz,Red,Margaret River,,2007.0,750.0,13.7,8.1,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
983,Nugan Estate,69.99,Shiraz,,McLaren Vale,South Australia,2007.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
985,Gemtree,74.99,Shiraz,Red,McLaren Vale,South Australia,2014.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
986,Penfolds,790.0,Shiraz,Red,,South Australia,2009.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
987,Wynns,142.99,Shiraz,Red,Coonawarra,South Australia,2009.0,750.0,14.0,8.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Outstanding
988,De Bortoli,49.99,Shiraz,Red,Yarra Valley,Victoria,2015.0,750.0,14.000000000000002,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
989,Penfolds,399.0,Cabernet Sauvignon,Red,Coonawarra,South Australia,2009.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
991,Woodlands,214.99,Cabernet Sauvignon,Red,Margaret River,Western Australia,2007.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Outstanding
995,Devlins Mount,8.0,Shiraz,Red,,,2016.0,750.0,14.0,8.4,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
996,Happs Estate,24.0,Cabernet Sauvignon,Red,Margaret River,Western Australia,2016.0,750.0,14.1,8.3,Not specified,True,Medium Bodied,Dry,Screw Cap,Not specified
997,Barwite,20.0,Chardonnay,,"Upper Goulburn Wine Region (High Country, Victoria",,2015.0,750.0,13.2,7.8,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
998,Torbreck,154.99,Shiraz,,Barossa Valley,South Australia,2006.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Dry,Cork,Not specified
1000,Nugan Estate,69.99,Shiraz,,McLaren Vale,South Australia,2007.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1001,Katnook Estate,109.99,Shiraz,,Coonawarra,South Australia,2008.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
1002,Penfolds,1999.0,Shiraz,,,South Australia,1971.0,750.0,12.3,7.3,Not specified,Not specified,Full Bodied,Dry,Not specified,Exceptional
1003,De Bortoli,49.99,Shiraz,,Yarra Valley,Victoria,2015.0,750.0,14.000000000000002,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1004,Gemtree,74.99,Shiraz,Red,McLaren Vale,South Australia,2014.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
1005,Mitolo,79.99,Shiraz,Red,McLaren Vale,South Australia,2005.0,,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1007,Mitolo,79.99,Shiraz,Red,McLaren Vale,South Australia,2005.0,,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1008,Mount Langi Ghiran,149.99,Shiraz,,Grampians,Victoria,1999.0,750.0,15.0,8.9,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
1012,Clarnette & Ludvigsen,49.99,Shiraz,Red,Grampians,,2014.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1013,Penfolds,89.99,Shiraz,Red,Barossa Valley,South Australia,2014.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1014,Wynns,117.99,Shiraz,Red,Coonawarra,South Australia,2015.0,750.0,13.8,8.2,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
1015,Schild Estate,33.99,Shiraz,,,,2013.0,750.0,14.5,8.8,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
1017,Head,58.99,Shiraz,Red,Barossa Valley,South Australia,2016.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1019,Penfolds,550.0,Shiraz,Red,,South Australia,2012.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
1021,Levantine Hill,199.99,Pinot Noir,,Yarra Valley,Victoria,2015.0,750.0,,7.7,Not specified,Not specified,Light Bodied,Dry,Cork,Not specified
1022,Baily & Baily,10.99,Cabernet Sauvignon,Red,Coonawarra,South Australia,2013.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1023,Onannon,39.99,Pinot Noir,Red,Gippsland,Victoria,2015.0,750.0,13.6,8.0,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
1024,Z Wine,19.99,Cabernet Sauvignon,,Barossa Valley,South Australia,2015.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1028,Penfolds,550.0,Shiraz,Red,,South Australia,2012.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
1030,Baily & Baily,10.99,Cabernet Sauvignon,,Coonawarra,South Australia,2013.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1031,Mac Forbes,41.99,Shiraz,Red,Yarra Valley,Victoria,2015.0,750.0,,7.4,Not specified,Not specified,Full Bodied,Not specified,Cork,Not specified
1033,Toolangi,62.99,Shiraz,,Yarra Valley,Victoria,2010.0,750.0,13.0,7.7,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1034,Clos Clare,25.99,Shiraz,Red,Clare Valley,South Australia,2014.0,750.0,,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1036,Mac Forbes,41.99,Shiraz,Red,Yarra Valley,Victoria,2015.0,750.0,,7.4,Not specified,Not specified,Full Bodied,Not specified,Cork,Not specified
1037,Seppelt,42.88,Shiraz,,Bendigo,Victoria,2005.0,750.0,,8.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1038,Toolangi,62.99,Shiraz,Red,Yarra Valley,Victoria,2010.0,750.0,13.0,7.7,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1041,Pfeiffer,25.99,Shiraz,Red,Rutherglen,Victoria,2014.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1043,Head,58.99,Shiraz,Red,Barossa Valley,South Australia,2016.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1044,Pauletts,20.99,Shiraz,,Clare Valley,South Australia,2015.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1045,Howard Park,99.99,Cabernet Sauvignon,Red,Great Southern,Western Australia,2012.0,750.0,,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
1046,Clarnette & Ludvigsen,49.99,Shiraz,Red,Grampians,,2014.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1048,Wynns,84.99,Cabernet Sauvignon,Red,Coonawarra,South Australia,2012.0,750.0,13.5,,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
1050,Summerfield,29.99,Merlot,,Pyrenees,Victoria,2015.0,750.0,,8.3,Not specified,Not specified,Medium Bodied,Dry,Not specified,Not specified
1051,Barons of Barossa,29.99,Shiraz,Red,Barossa,South Australia,2016.0,750.0,14.7,8.7,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1052,Z Wine,19.99,Cabernet Sauvignon,Red,Barossa Valley,South Australia,2015.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1054,Clairault,21.99,Merlot,Red,Margaret River,Western Australia,2014.0,750.0,,8.6,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
1055,Wynns,119.99,Shiraz,,Coonawarra,South Australia,2012.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1056,Secret Selection,54.99,Cabernet Sauvignon,Red,Yarra Valley,Victoria,2017.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
1059,M For,7.0,Merlot,,,South Australia,2015.0,750.0,,,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
1060,M For,7.0,Merlot,Red,,South Australia,2015.0,750.0,,,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
1062,Hardys,16.99,Shiraz,Red,Barossa Valley,South Australia,2016.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1063,Shottesbrooke,49.99,Shiraz,Red,McLaren Vale,South Australia,2014.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1064,Shottesbrooke,49.99,Shiraz,Red,McLaren Vale,South Australia,2014.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
1065,Credaro,19.99,Cabernet Sauvignon,Red,,Western Australia,2017.0,750.0,14.2,8.4,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
